message,severity,attributes,tags,timestamp
Synced QA user: qa-admin@claimshield.test,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:31.453853176Z
Synced QA user: qa-rcm@claimshield.test,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:31.464534116Z
Synced QA user: qa-intake@claimshield.test,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:31.465034380Z
[Seeder] FRCPB E2E test payer confirmed in payers table,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:31.514744597Z
Payer database and HCPCS descriptions updated,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:31.514749707Z
[SEEDER] table rule_kinds: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468435778Z
[SEEDER] table payer_manual_sources: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468440308Z
[SEEDER] Seeded/verified 20 payer_manual_sources (Phase 4 top-20 commercial payer registry),info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468445408Z
[SEEDER] column patients.plan_product: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468449758Z
[SEEDER] column claims.plan_product: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468454248Z
[SEEDER] column manual_extraction_items.applies_to_plan_products: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468459218Z
[SEEDER] column claims.last_risk_evaluation_at: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468486968Z
[SEEDER] column claims.last_risk_factors: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468491657Z
[SEEDER] column claims.payer_claim_number: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468495797Z
[SEEDER] table document_types: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468499357Z
[SEEDER] table payer_source_documents: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468503247Z
[SEEDER] table manual_extraction_items: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468506547Z
[SEEDER] table submission_attempts: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468533637Z
[SEEDER] column claims.last_test_correlation_id: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.468537207Z
[SEEDER] column leads.dob: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.541850535Z
[SEEDER] table cci_edits: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.545639214Z
[SEEDER] column claims.timely_filing_deadline: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.548096642Z
[SEEDER] column claims.timely_filing_days_remaining: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.554792955Z
[SEEDER] column claims.timely_filing_status: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.559947977Z
[SEEDER] column claims.timely_filing_last_evaluated_at: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.573228943Z
[SEEDER] table timely_filing_alerts: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.576856175Z
[SEEDER] table pcp_referrals: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.579935614Z
[SEEDER] column claims.pcp_referral_id: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.582263024Z
[SEEDER] column claims.pcp_referral_required: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.588320215Z
[SEEDER] column claims.pcp_referral_check_status: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.588325505Z
[SEEDER] column claims.rules_snapshot: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.592740656Z
[SEEDER] column claims.rules_engine_version: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.596022544Z
[SEEDER] column claims.ncci_version_at_creation: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.597775350Z
[SEEDER] table payer_manual_extraction_history: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.599669345Z
[SEEDER] column manual_extraction_items.last_verified_at: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.602861443Z
[SEEDER] column manual_extraction_items.needs_reverification: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.606219120Z
[SEEDER] column manual_extraction_items.is_demo_seed: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.610154917Z
[SEEDER] table field_definitions: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.645008360Z
[SEEDER] table practice_payer_enrollments: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.649890176Z
[SEEDER] table plan_products: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.652267215Z
[SEEDER] table payer_supported_plan_products: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.654463086Z
[SEEDER] constraint practice_payer_enrollments.fk_ppe_plan_product: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.659065936Z
[SEEDER] table delegated_entities: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.659071256Z
[SEEDER] table payer_delegated_entities: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.662470801Z
[SEEDER] column patients.plan_product_code: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.672912404Z
[SEEDER] column patients.delegated_entity_id: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.677440015Z
[SEEDER] column patients.pcp_id: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.680045901Z
[SEEDER] column patients.pcp_referral_number: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.683340407Z
[SEEDER] column payer_source_documents.source_acquisition_method: already present,info,"{""level"":""info""}","{""project"":""0ad60bfe-d38f-419f-b5a7-2507ff81ac8a"",""environment"":""e7ab44e1-725d-4386-9352-fdda456dc6c9"",""service"":""9dd1802e-d085-4123-a906-33985780c95e"",""deployment"":""08f16c43-51ac-4d5e-8e9f-95a15482b74c"",""replica"":""42684b6c-7daf-46d5-9326-c28a46929157""}",2026-05-03T07:56:32.685316071Z
